id,player_name,17-18_games,17-18_mins_played,17-18_goals,17-18_goals_per_90,17-18_npg,17-18_npg_per_90,17-18_xG,17-18_xG_per_90,17-18_npxG,17-18_npxG_per_90,17-18_assists,17-18_assists_per_90,17-18_xA,17-18_xA_per_90,17-18_xGChain,17-18_xGChain_per_90,17-18_xGBuildup,17-18_xGBuildup_per_90,17-18_shots,17-18_shots_per_90,17-18_key_passes,17-18_key_passes_per_90,17-18_yellow_cards,17-18_red_cards,17-18_team,17-18_league
3294,Edinson Cavani,32,2592,28,0.9722222222222222,25,0.8680555555555555,24.314603270962834,0.8442570580195429,20.51412776298821,0.712296102881535,6,0.20833333333333331,6.400494074448943,0.22223937758503273,29.750943928956985,1.0330188864221177,5.191347185522318,0.18025511060841382,106,3.680555555555556,38,1.3194444444444444,3,0,Paris Saint Germain,Ligue1
942,Florian Thauvin,35,2973,22,0.6659939455095862,19,0.5751765893037336,17.187846526503563,0.5203182601363339,14.148066140711308,0.428296654108314,11,0.3329969727547931,13.00877857208252,0.39380762579462725,29.72488236334175,0.8998450765895585,10.166097710840404,0.3077527056762988,129,3.905146316851665,75,2.2704339051463167,6,0,Marseille,Ligue1
555,Memphis Depay,36,2569,19,0.6656286492798754,17,0.5955624756714675,13.003766652196646,0.45556208590801794,11.483576264232395,0.4023051240875498,13,0.4554301284546516,7.7580014783889055,0.2717867392195413,19.444334087893367,0.6811950439511105,6.923561861738563,0.2425537436965631,106,3.713507201245621,75,2.627481510315298,2,0,Lyon,Ligue1
2099,Neymar,20,1797,19,0.9515859766277129,15,0.7512520868113522,16.537796266376972,0.8282702637584459,13.497415743768215,0.6759974496044181,13,0.6510851419031719,12.280967645347118,0.6150735047753149,31.42876945436001,1.5740619092333894,11.52315479516983,0.577119605768105,91,4.557595993322204,70,3.5058430717863107,4,1,Paris Saint Germain,Ligue1
696,Falcao,26,2148,18,0.7541899441340782,15,0.6284916201117318,15.28513571061194,0.6404386470926791,12.244755066931248,0.5130483966591305,4,0.16759776536312848,2.0114383306354284,0.08427814234505984,12.214849591255188,0.5117953739352732,2.8858600091189146,0.12091592216978693,70,2.9329608938547485,16,0.6703910614525139,1,0,Monaco,Ligue1
1817,Mario Balotelli,28,2289,18,0.7077326343381388,12,0.47182175622542594,14.911132690496745,0.5862830677783779,9.59046679455787,0.3770825738358271,1,0.039318479685452164,3.0626913756132126,0.12042036863485764,11.901697468012571,0.4679566501184497,3.6440952979028234,0.1432802869424439,108,4.246395806028834,32,1.2581913499344692,11,1,Nice,Ligue1
3667,Nabil Fekir,30,2488,18,0.6511254019292604,15,0.542604501607717,11.94497225061059,0.4320930476507046,8.904591711238027,0.32211143649976787,8,0.28938906752411575,7.036874922923744,0.25454933402859203,17.899110827594995,0.647475873988565,7.284304097294807,0.26349974628478,88,3.1832797427652735,60,2.170418006430868,8,0,Lyon,Ligue1
5110,Mariano,34,2524,18,0.641838351822504,17,0.6061806656101426,13.493721421808004,0.481154884295848,12.733626302331686,0.4540516510340142,4,0.14263074484944532,3.598993588704616,0.12833178406632942,15.992713609710336,0.5702631635792117,3.1409724592231214,0.11199981035264697,98,3.4944532488114106,29,1.0340729001584785,6,0,Lyon,Ligue1
5657,Karl Toko Ekambi,37,3033,17,0.5044510385756676,14,0.41543026706231456,16.09950832091272,0.47773021723776615,13.819222746416926,0.41006595686697117,5,0.1483679525222552,5.880455892067403,0.17449424012069445,19.967275641858578,0.5925007608860112,3.886897494085133,0.11533820457225914,103,3.056379821958457,47,1.3946587537091988,4,0,Angers,Ligue1
3310,Alassane Pléa,35,3045,16,0.47290640394088673,15,0.4433497536945813,13.466318191960454,0.3980192569052351,11.946127953007815,0.3530875257046645,5,0.14778325123152708,3.0122390361502767,0.08903169564976188,17.269141361117363,0.5104179712645526,3.26820348482579,0.09659714733475241,107,3.1625615763546797,30,0.8866995073891626,7,0,Nice,Ligue1
3362,Rony Lopes,38,2559,15,0.5275498241500586,15,0.5275498241500586,10.683079954236746,0.3757237967492408,10.683079954236746,0.3757237967492408,5,0.17584994138335286,5.73583373054862,0.2017292050603266,19.162284523248672,0.6739373220368818,5.228739393875003,0.18389470318434945,68,2.3915592028135992,41,1.4419695193434934,2,0,Monaco,Ligue1
3512,Nolan Roux,35,2854,15,0.47302032235459,15,0.47302032235459,8.950709921307862,0.2822578461519648,8.19061474967748,0.25828848194498005,1,0.03153468815697267,1.6828648205846548,0.05306861732747685,12.090384474024177,0.38126650408625645,4.194664218463004,0.1322774280524423,82,2.585844428871759,26,0.8199018920812895,8,0,Metz,Ligue1
695,Bertrand Traoré,31,2293,13,0.510248582642826,13,0.510248582642826,9.106915911659598,0.357445456628593,9.106915911659598,0.357445456628593,4,0.1569995638901003,2.8190840436145663,0.11064874135425687,17.783469513058662,0.6979992395007761,7.707056246697903,0.302501117402011,79,3.100741386829481,26,1.020497165285652,3,0,Lyon,Ligue1
3423,Kylian Mbappe-Lottin,28,2173,13,0.5384261389783709,13,0.5384261389783709,14.311487346887589,0.5927445288632688,14.311487346887589,0.5927445288632688,8,0.33133916244822825,8.78862913325429,0.3640021270100718,26.945058139041063,1.1159941244885851,6.281911123543978,0.26018039628115874,79,3.271974229176254,52,2.1537045559134835,2,0,"Monaco,Paris Saint Germain",Ligue1
