id,player_name,17-18_games,17-18_mins_played,17-18_goals,17-18_goals_per_90,17-18_npg,17-18_npg_per_90,17-18_xG,17-18_xG_per_90,17-18_npxG,17-18_npxG_per_90,17-18_assists,17-18_assists_per_90,17-18_xA,17-18_xA_per_90,17-18_xGChain,17-18_xGChain_per_90,17-18_xGBuildup,17-18_xGBuildup_per_90,17-18_shots,17-18_shots_per_90,17-18_key_passes,17-18_key_passes_per_90,17-18_yellow_cards,17-18_red_cards,17-18_team,17-18_league
227,Robert Lewandowski,30,2163,29,1.2066574202496532,23,0.9570041608876559,27.895815512165427,1.1607135441955103,22.591378761455417,0.9400018902131241,2,0.08321775312066573,2.3904438270255923,0.09946368212311757,28.035747051239014,1.1665359383317204,5.410496477037668,0.2251246800431762,127,5.284327323162275,22,0.9153952843273232,1,0,Bayern Munich,Bundesliga
4248,Nils Petersen,32,2226,15,0.6064690026954178,10,0.40431266846361186,11.808655567467213,0.47743890434503555,7.261995486915111,0.29361167736853544,1,0.04043126684636119,2.1846737880259752,0.08832912889592892,8.896061250939965,0.3596790263183274,1.813873885199428,0.07333721907814399,64,2.587601078167116,32,1.293800539083558,3,1,Freiburg,Bundesliga
83,Kevin Volland,31,2607,14,0.48331415420023016,14,0.48331415420023016,10.532188460230827,0.363596839823849,10.532188460230827,0.363596839823849,2,0.06904487917146145,5.164173441007733,0.17827986562742462,17.41034341417253,0.6010475286825959,4.32119206013158,0.14917809183423175,55,1.8987341772151898,33,1.139240506329114,5,0,Bayer Leverkusen,Bundesliga
88,Mark Uth,31,2171,14,0.5803777061262091,14,0.5803777061262091,9.936885599046946,0.41193906214381626,9.936885599046946,0.41193906214381626,8,0.3316444035006909,4.7034618165344,0.1949845985666034,16.576855247840285,0.6872026588234111,4.064813103526831,0.1685090646326185,56,2.3215108245048364,29,1.2022109626900046,5,0,Hoffenheim,Bundesliga
6098,Niclas Füllkrug,34,2387,14,0.5278592375366569,11,0.4147465437788018,11.41923137754202,0.4305533405859999,8.388204976916313,0.31627082024401687,3,0.11311269375785504,3.6936256112530823,0.13926531420728003,14.361855374649169,0.541502716262432,4.863059373572469,0.18335791521638967,87,3.280268118977796,37,1.395056556346879,2,0,Hannover 96,Bundesliga
65,Timo Werner,32,2497,13,0.46856227472967565,11,0.39647577092511016,13.574377294629812,0.4892647002469696,12.058823954313992,0.43463922943062044,7,0.2523027633159792,4.531201355159283,0.16331923186397093,16.80082842335105,0.6055564910298736,2.6707771569490437,0.09626349384277691,95,3.4241089307168604,24,0.8650380456547857,1,0,RasenBallsport Leipzig,Bundesliga
171,Michael Gregoritsch,32,2543,13,0.4600865119937082,12,0.42469524184034607,9.903523188084364,0.35049826461958034,9.145746480673552,0.323679584451679,2,0.07078254030672435,1.2969312742352486,0.04590004509680392,12.259740420617163,0.433887785236156,4.842769099399447,0.17139174948720026,91,3.2206055839559578,20,0.7078254030672434,3,0,Augsburg,Bundesliga
318,Pierre-Emerick Aubameyang,16,1421,13,0.8233638282899367,10,0.633356790992259,16.653736653737724,1.0547757205041486,13.622629853896797,0.8627985129139422,3,0.1900070372976777,2.558148507028818,0.16202207292934104,16.92688262462616,1.072075606063585,2.5583305675536394,0.16203360385631776,59,3.7368050668543282,16,1.0133708655876144,0,1,Borussia Dortmund,Bundesliga
956,Andrej Kramaric,34,2221,13,0.5267897343538946,11,0.44574515983791085,10.218700809404254,0.4140851296021535,8.703147543594241,0.3526714448102124,6,0.24313372354795137,5.703152911737561,0.23110480056568236,16.007909201085567,0.6486770950462409,7.24349557980895,0.29352300863701286,82,3.3228275551553357,52,2.1071589374155786,1,0,Hoffenheim,Bundesliga
11,Sandro Wagner,25,1599,12,0.6754221388367729,11,0.6191369606003753,9.84364379569888,0.5540512455365223,9.085867058485746,0.5113996468190851,3,0.16885553470919323,1.720282780006528,0.09682642288967323,11.890928357839584,0.6692830220172373,2.1556781213730574,0.12133272728178558,53,2.983114446529081,22,1.2382739212007505,4,0,"Bayern Munich,Hoffenheim",Bundesliga
26,Salomon Kalou,31,2237,12,0.4827894501564596,11,0.44255699597675463,9.5672914031893,0.3849156130026987,8.051737987436354,0.32394117964652297,3,0.1206973625391149,2.3350696871057157,0.09394558419289871,9.753897490911186,0.3924232338766235,1.9603100549429653,0.07886808446350776,50,2.011622708985248,16,0.6437192668752794,0,0,Hertha Berlin,Bundesliga
2655,Alfred Finnbogason,22,1837,12,0.587915078933043,9,0.4409363091997822,11.308463230729105,0.5540346710754597,9.035133257508278,0.4426575901882118,3,0.14697876973326074,3.5568736158311367,0.1742616360505184,13.886732403188944,0.6803516147452395,2.5996821308508515,0.12736602709666667,52,2.547632008709853,32,1.5677735438214482,2,0,Augsburg,Bundesliga
5302,Guido Burgstaller,32,2324,11,0.4259896729776248,11,0.4259896729776248,9.003491194918752,0.34867220634366936,9.003491194918752,0.34867220634366936,4,0.1549053356282272,4.392529845237732,0.17010657748338892,11.453916266560556,0.4435681858822935,2.062215194106102,0.07986203419515886,55,2.129948364888124,28,1.0843373493975905,8,0,Schalke 04,Bundesliga
213,Thorgan Hazard,34,2955,10,0.3045685279187817,5,0.15228426395939085,14.29757103510201,0.43545901629752315,9.751071785576642,0.29698695793634444,5,0.15228426395939085,6.631205789744854,0.20196565857090926,20.93061375245452,0.6374806219021681,8.564175194129348,0.2608378231714522,88,2.6802030456852792,63,1.9187817258883249,1,0,Borussia M.Gladbach,Bundesliga
