id,player_name,14-15_games,14-15_mins_played,14-15_goals,14-15_goals_per_90,14-15_npg,14-15_npg_per_90,14-15_xG,14-15_xG_per_90,14-15_npxG,14-15_npxG_per_90,14-15_assists,14-15_assists_per_90,14-15_xA,14-15_xA_per_90,14-15_xGChain,14-15_xGChain_per_90,14-15_xGBuildup,14-15_xGBuildup_per_90,14-15_shots,14-15_shots_per_90,14-15_key_passes,14-15_key_passes_per_90,14-15_yellow_cards,14-15_red_cards,14-15_team,14-15_league
619,Sergio Agüero,33,2551,26,0.9172873382987063,21,0.7408859270874166,25.270159743726254,0.8915383680656067,20.70318364351988,0.7304141622566793,8,0.2822422579380635,5.568922242149711,0.1964731484882297,27.805154908448458,0.9809737129597653,6.878173082135618,0.24266388764884578,148,5.221481771854175,33,1.164249313994512,4,0,Manchester City,EPL
647,Harry Kane,34,2589,21,0.7300115874855156,19,0.6604866743916571,17.15729223564267,0.5964296258044961,14.873822528868914,0.5170506093465439,4,0.13904982618771727,3.922500966116786,0.13635576938992303,16.488438992761075,0.5731786440125519,5.549698735587299,0.19292116114440205,112,3.8933951332560834,27,0.9385863267670915,4,0,Tottenham,EPL
802,Diego Costa,26,2111,20,0.8526764566556135,19,0.8100426338228328,15.219103761017324,0.6488485734209186,14.45793492347002,0.6163970360550932,3,0.12790146849834202,4.554670915938914,0.19418303289175853,21.36578990891576,0.9109053016591278,5.27697272785008,0.22497752037257568,76,3.2401705352913313,41,1.7479867361440073,8,0,Chelsea,EPL
848,Charlie Austin,35,3078,18,0.5263157894736842,15,0.43859649122807015,17.881850190460682,0.5228611166801369,14.076042897999288,0.4115802016958856,5,0.14619883040935672,2.548747032880783,0.07452476704329775,13.718276167288424,0.40111918617802406,3.041321298107505,0.08892752333647674,131,3.830409356725146,23,0.672514619883041,4,1,Queens Park Rangers,EPL
498,Alexis Sánchez,35,2967,16,0.4853387259858443,16,0.4853387259858443,13.451749975793064,0.4080409497207198,12.690581078641117,0.3849519032954838,8,0.24266936299292216,8.49417957291007,0.2576596432631973,27.15757153555751,0.8237888231210568,10.736752955242991,0.3256851250326489,122,3.7007077856420625,82,2.487360970677452,4,0,Arsenal,EPL
502,Olivier Giroud,27,1871,14,0.6734366648850882,14,0.6734366648850882,8.846344472840428,0.42553233701530657,8.846344472840428,0.42553233701530657,3,0.14430785676109034,3.8601362351328135,0.18568266229928015,13.639880420640113,0.6561139699933779,4.129246938973665,0.19862759193352747,70,3.3671833244254405,29,1.3949759486905398,5,1,Arsenal,EPL
701,Eden Hazard,38,3389,14,0.37179108881676015,11,0.2921215697845972,12.016092173755167,0.31910542804307024,8.971416749060154,0.23824948581157093,9,0.23900855709648866,11.23889049515128,0.29846566673461644,31.84057115018368,0.845574329748165,19.476321395486597,0.5172230526980802,78,2.071407494836235,100,2.655650634405429,2,0,Chelsea,EPL
811,Saido Berahino,38,2940,14,0.4285714285714286,10,0.30612244897959184,13.84175339434296,0.4237271447247845,10.797114790417254,0.3305239221556302,1,0.030612244897959183,1.961660521104932,0.06005083227872241,11.907293939962983,0.3645089981621321,2.439557683654129,0.07468033725471823,86,2.63265306122449,28,0.8571428571428572,2,0,West Bromwich Albion,EPL
606,Christian Benteke,29,2380,13,0.49159663865546216,12,0.45378151260504207,8.455073807388544,0.3197296817920038,7.693904969841242,0.29094598625450074,2,0.07563025210084034,2.9213200323283672,0.11047008525611472,8.725395945832133,0.3299519475314672,2.198609022423625,0.08314067731854044,80,3.0252100840336134,33,1.2478991596638656,1,1,Aston Villa,EPL
617,David Silva,32,2682,12,0.40268456375838924,12,0.40268456375838924,9.096987545490263,0.3052680384392706,9.096987545490263,0.3052680384392706,7,0.2348993288590604,10.388413229957225,0.3486044708039337,29.14427815377712,0.9779959112005744,16.633573447354138,0.5581736056159107,66,2.214765100671141,92,3.087248322147651,8,0,Manchester City,EPL
629,Wayne Rooney,33,2887,12,0.37409075164530653,11,0.34291652234153097,8.902106503024697,0.27751630941192335,7.379768742248416,0.23005860297968736,5,0.15587114651887773,3.983562218025327,0.12418448203057826,15.435743432492018,0.48119740523875354,7.295702989213169,0.227437917917972,79,2.462764114998268,45,1.4028403186698994,5,1,Manchester United,EPL
841,Graziano Pellè,38,3291,12,0.3281677301731996,12,0.3281677301731996,18.616503284312785,0.5091113022145702,18.616503284312785,0.5091113022145702,2,0.05469462169553327,4.481623747386038,0.12256035772249876,24.785646935924888,0.6778207913197326,5.598169405013323,0.15309487889735615,123,3.3637192342752966,43,1.1759343664539652,6,0,Southampton,EPL
622,Wilfried Bony,30,1604,11,0.6172069825436408,10,0.5610972568578554,10.45473239198327,0.5866121666324778,9.693563554435968,0.5439031919571303,3,0.16832917705735662,3.5082936231046915,0.19684939281759492,14.2522145062685,0.7996878463616989,4.412425408139825,0.24757997925971584,89,4.993765586034913,26,1.458852867830424,3,1,"Manchester City,Swansea",EPL
648,Nacer Chadli,35,2423,11,0.4085843995047462,11,0.4085843995047462,6.865526346489787,0.2550133599604131,6.865526346489787,0.2550133599604131,5,0.18572018159306644,3.935559866018593,0.14618257859747147,15.642377668060362,0.5810210442118996,8.626995285972953,0.320441426222685,54,2.0057779612051174,41,1.5229054890631448,3,0,Tottenham,EPL
756,Leonardo Ulloa,37,2434,11,0.4067378800328677,9,0.33278553820870993,8.92391943745315,0.3299723703248905,7.401581762358546,0.2736821522646956,3,0.11092851273623665,3.791994614526629,0.14021344096441932,9.963016773574054,0.3683942110195829,2.509369350038469,0.09278686996855472,49,1.8118323746918654,36,1.3311421528348397,3,0,Leicester,EPL
