id,player_name,15-16_games,15-16_mins_played,15-16_goals,15-16_goals_per_90,15-16_npg,15-16_npg_per_90,15-16_xG,15-16_xG_per_90,15-16_npxG,15-16_npxG_per_90,15-16_assists,15-16_assists_per_90,15-16_xA,15-16_xA_per_90,15-16_xGChain,15-16_xGChain_per_90,15-16_xGBuildup,15-16_xGBuildup_per_90,15-16_shots,15-16_shots_per_90,15-16_key_passes,15-16_key_passes_per_90,15-16_yellow_cards,15-16_red_cards,15-16_team,15-16_league
2098,Luis Suárez,35,3150,40,1.1428571428571428,37,1.0571428571428572,35.833730578422546,1.0238208736692156,32.11772674322128,0.9176493355206081,16,0.45714285714285713,13.275962802581487,0.37931322293089964,44.87190732359886,1.2820544949599675,9.114415856078269,0.2604118816022363,137,3.914285714285714,56,1.6,6,0,Barcelona,LaLiga
2371,Cristiano Ronaldo,36,3186,35,0.9887005649717514,29,0.8192090395480226,35.58900645375252,1.0053391653602406,28.899507626891136,0.8163702719460773,11,0.3107344632768362,8.606404347345233,0.24311876687415912,40.81802845001221,1.1530516511302884,9.863004602491856,0.27861594922293376,227,6.412429378531073,51,1.440677966101695,3,0,Real Madrid,LaLiga
2097,Lionel Messi,33,2726,26,0.8584005869405723,23,0.7593543653705062,27.10191031545401,0.894780604692172,21.89935135096312,0.723016002049406,16,0.5282465150403521,15.871278138831258,0.5239967103796086,41.99686624109745,1.3865436396547213,15.196364373899996,0.5017141576122524,158,5.216434336023477,77,2.542186353631695,3,0,Barcelona,LaLiga
2099,Neymar,34,3058,24,0.7063440156965337,19,0.5591890124264225,28.050516739487648,0.8255547765055227,22.847829207777977,0.6724344763571021,12,0.35317200784826686,18.07445504516363,0.5319492982553063,52.40943560004234,1.5424621334217825,22.224826822057366,0.6540988927355013,124,3.649444081098758,102,3.001962066710268,6,0,Barcelona,LaLiga
2370,Karim Benzema,27,2001,24,1.0794602698650675,24,1.0794602698650675,20.72938249260187,0.9323560341500092,20.72938249260187,0.9323560341500092,7,0.3148425787106447,5.572381630539894,0.2506318574455724,27.387168176472187,1.2318066646089438,5.697659491561353,0.2562665438483367,98,4.4077961019490255,42,1.8890554722638682,1,0,Real Madrid,LaLiga
2270,Antoine Griezmann,38,3066,22,0.6457925636007827,21,0.6164383561643836,16.04352725017816,0.4709450269132532,14.55709991324693,0.42731213052583944,5,0.14677103718199608,6.480978865176439,0.1902439979993084,22.91571207344532,0.672672565756712,5.739001102745533,0.1684638288477162,92,2.7005870841487276,53,1.5557729941291585,5,0,Atletico Madrid,LaLiga
2410,Aduriz,34,2777,20,0.6481814908174289,17,0.5509542671948146,20.721571322530508,0.6715669495958753,17.005183275789022,0.5511222523662269,6,0.19445444724522865,4.22144285403192,0.13681305612634959,18.22983307763934,0.5908120190808573,2.527868362143636,0.08192587417822371,93,3.0140439323010444,33,1.0694994598487575,9,0,Athletic Club,LaLiga
2150,Rubén Castro,38,3382,19,0.5056179775280899,16,0.4257835600236547,18.22531020641327,0.4850023413888806,15.252199687063694,0.4058834925593532,4,0.10644589000591367,2.68634669482708,0.07148764119882828,14.752720782533288,0.3925916234263737,2.067330587655306,0.05501471108485438,103,2.7409816676522767,31,0.8249556475458308,3,0,Real Betis,LaLiga
2251,Gareth Bale,23,1743,19,0.981067125645439,19,0.981067125645439,10.658595193177462,0.5503577552415213,10.658595193177462,0.5503577552415213,10,0.5163511187607573,9.023393794894218,0.46592394810125054,22.583058804273605,1.1660787678626647,8.62553496286273,0.4453804627984198,81,4.182444061962134,50,2.581755593803787,2,0,Real Madrid,LaLiga
1701,Borja Bastón,36,2580,18,0.627906976744186,15,0.5232558139534884,18.541681621223688,0.6468028472519891,16.311848860234022,0.5690179834965357,3,0.10465116279069767,2.720196273177862,0.09489056766899519,17.243657186627388,0.6015229251149089,3.0745551297441125,0.10725192313060858,93,3.2441860465116283,18,0.627906976744186,3,0,Eibar,LaLiga
1700,Lucas Pérez,36,3148,17,0.48602287166454894,16,0.457433290978399,18.48889297991991,0.5285896976470115,17.745615370571613,0.5073397024623396,8,0.2287166454891995,7.258303719572723,0.20751185983530657,25.75750688463449,0.7363963213523202,4.751288341358304,0.13583734139842674,100,2.858958068614994,72,2.0584498094027954,3,0,Deportivo La Coruna,LaLiga
2082,Youssef El-Arabi,35,2515,16,0.5725646123260437,9,0.3220675944333996,13.09731755964458,0.4686912844405615,7.894502138718963,0.28250703478517164,2,0.07157057654075547,5.140712549909949,0.18396188051367612,11.529721746221185,0.41259441636576805,1.6154422350227833,0.0578090660644336,70,2.5049701789264414,23,0.8230616302186878,3,0,Granada,LaLiga
2442,Kevin Gameiro,31,2083,16,0.6913106096975515,12,0.5184829572731637,18.921527937054638,0.8175408134109061,15.205267682671549,0.6569726795201342,4,0.17282765242438788,5.8461062181741,0.25259220337766153,19.63494710996747,0.8483654536231744,2.89435513317585,0.1250561507373147,72,3.110897743638982,24,1.0369659145463275,2,0,Sevilla,LaLiga
2290,Iago Aspas,35,2682,14,0.4697986577181208,13,0.436241610738255,13.668676296249032,0.4586804126258065,12.925398686900737,0.43373821096982335,4,0.1342281879194631,5.091344126500189,0.17085047404363052,22.065814189612865,0.7404635634098277,6.506561143323779,0.2183409779638852,80,2.684563758389262,49,1.6442953020134228,8,0,Celta Vigo,LaLiga
