GameID,Year,Home_Team,Home_Score,Home_Team_wkts_lost,Away_Team,Away_Score,Away_Team_wkts_lost,Result,Winner,Bat_First_Win,Bat_Second_Win,Home_Team_Win,Away_Team_Win
473,2021,GREAT CHISHILL CC,231,3,LINTON VILLAGE CC,231,7,TIED,,TRUE,TRUE,FALSE,FALSE
474,2021,GREAT CHISHILL CC,146,7,LITTLE SHELFORD CC,142,10,GREAT CHISHILL CC WON  BY 3 WICKETS,GREAT CHISHILL CC,FALSE,TRUE,TRUE,FALSE
477,2021,THRIPLOW CC,167,4,GREAT CHISHILL CC,106,10,THRIPLOW CC WON  BY 61 RUNS,THRIPLOW CC,TRUE,FALSE,TRUE,FALSE
478,2021,RICKLING RAMBLERS CC,121,4,GREAT CHISHILL CC,115,10,RICKLING RAMBLERS CC WON  BY 6 WICKETS,RICKLING RAMBLERS CC,FALSE,TRUE,TRUE,FALSE
479,2021,WHITTLESFORD CC,191,10,GREAT CHISHILL CC,192,8,GREAT CHISHILL CC WON  BY 2 WICKETS,GREAT CHISHILL CC,FALSE,TRUE,FALSE,TRUE
480,2021,GREAT CHISHILL CC,89,10,BIRCHANGER CC,205,7,BIRCHANGER CC WON  BY 116 RUNS,BIRCHANGER CC,TRUE,FALSE,FALSE,TRUE
481,2021,GREAT CHISHILL CC,210,4,RICKLING RAMBLERS CC,181,9,GREAT CHISHILL CC WON  BY 29 RUNS,GREAT CHISHILL CC,TRUE,FALSE,TRUE,FALSE
482,2021,LITTLE SHELFORD CC,223,6,GREAT CHISHILL CC,178,10,LITTLE SHELFORD CC WON  BY 45 RUNS,LITTLE SHELFORD CC,TRUE,FALSE,TRUE,FALSE
483,2021,GREAT CHISHILL CC,198,3,ASHWELL CC,197,8,GREAT CHISHILL CC WON  BY 7 WICKETS,GREAT CHISHILL CC,FALSE,TRUE,TRUE,FALSE
484,2021,ASHWELL CC,212,3,GREAT CHISHILL CC,217,2,GREAT CHISHILL CC WON  BY 8 WICKETS,GREAT CHISHILL CC,FALSE,TRUE,FALSE,TRUE
486,2021,GREAT CHISHILL CC,58,10,THRIPLOW CC,59,2,THRIPLOW CC WON  BY 8 WICKETS,THRIPLOW CC,FALSE,TRUE,FALSE,TRUE
491,2021,LINTON VILLAGE CC,249,4,ASHWELL CC,167,7,LINTON VILLAGE CC WON  BY 6 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,TRUE,FALSE
494,2021,RICKLING RAMBLERS CC,179,10,LINTON VILLAGE CC,152,9,RICKLING RAMBLERS CC WON  BY 27 RUNS,RICKLING RAMBLERS CC,TRUE,FALSE,TRUE,FALSE
496,2021,LINTON VILLAGE CC,135,9,THRIPLOW CC,137,5,THRIPLOW CC WON  BY 5 WICKETS,THRIPLOW CC,FALSE,TRUE,FALSE,TRUE
497,2021,LINTON VILLAGE CC,139,10,BIRCHANGER CC,150,7,BIRCHANGER CC WON  BY 11 RUNS,BIRCHANGER CC,TRUE,FALSE,FALSE,TRUE
498,2021,LINTON VILLAGE CC,157,9,RICKLING RAMBLERS CC,161,5,RICKLING RAMBLERS CC WON  BY 5 WICKETS,RICKLING RAMBLERS CC,FALSE,TRUE,FALSE,TRUE
501,2021,LITTLE SHELFORD CC,183,10,LINTON VILLAGE CC,249,5,LINTON VILLAGE CC WON  BY 66 RUNS,LINTON VILLAGE CC,TRUE,FALSE,FALSE,TRUE
502,2021,LINTON VILLAGE CC,129,0,WHITTLESFORD CC,125,10,LINTON VILLAGE CC WON  BY 10 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,TRUE,FALSE
504,2021,ASHWELL CC,230,5,LINTON VILLAGE CC,234,7,LINTON VILLAGE CC WON  BY 3 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,FALSE,TRUE
505,2021,ELMDON CC,222,6,ICKLETON CC,182,10,ELMDON CC WON  BY 40 RUNS,ELMDON CC,TRUE,FALSE,TRUE,FALSE
507,2021,ICKLETON CC,239,7,"ABINGTON CC, CAMBS",145,10,ICKLETON CC WON  BY 94 RUNS,ICKLETON CC,TRUE,FALSE,TRUE,FALSE
508,2021,ICKLETON CC,191,6,ELMDON CC,192,8,ELMDON CC WON  BY 2 WICKETS,ELMDON CC,FALSE,TRUE,FALSE,TRUE
509,2021,MILL GREEN CC,73,10,ICKLETON CC,75,1,ICKLETON CC WON  BY 9 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
510,2021,ICKLETON CC,246,10,"ASPENDEN, STANDON & PUCKERIDGE CC",211,10,ICKLETON CC WON  BY 35 RUNS,ICKLETON CC,TRUE,FALSE,TRUE,FALSE
511,2021,HELIONS BUMPSTEAD CC,157,7,ICKLETON CC,158,5,ICKLETON CC WON  BY 5 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
512,2021,"BARLEY CC, CAMBS",95,7,ICKLETON CC,97,1,ICKLETON CC WON  BY 9 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
513,2021,HASLINGFIELD CC,129,7,ICKLETON CC,132,4,ICKLETON CC WON  BY 6 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
514,2021,"ASPENDEN, STANDON & PUCKERIDGE CC",129,10,ICKLETON CC,133,4,ICKLETON CC WON  BY 6 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
515,2021,ICKLETON CC,335,5,MILL GREEN CC,102,10,ICKLETON CC WON  BY 233 RUNS,ICKLETON CC,TRUE,FALSE,TRUE,FALSE
516,2021,ICKLETON CC,229,9,HASLINGFIELD CC,177,8,ICKLETON CC WON  BY 52 RUNS,ICKLETON CC,TRUE,FALSE,TRUE,FALSE
517,2021,ICKLETON CC,163,10,BASSINGBOURN CC,212,10,BASSINGBOURN CC WON  BY 49 RUNS,BASSINGBOURN CC,TRUE,FALSE,FALSE,TRUE
519,2021,ICKLETON CC,101,2,HELIONS BUMPSTEAD CC,99,10,ICKLETON CC WON  BY 8 WICKETS,ICKLETON CC,FALSE,TRUE,TRUE,FALSE
520,2021,ICKLETON CC,113,3,"BARLEY CC, CAMBS",109,10,ICKLETON CC WON  BY 7 WICKETS,ICKLETON CC,FALSE,TRUE,TRUE,FALSE
521,2021,WHITTLESFORD CC,101,10,BIRCHANGER CC,103,3,BIRCHANGER CC WON  BY 7 WICKETS,BIRCHANGER CC,FALSE,TRUE,FALSE,TRUE
525,2021,BIRCHANGER CC,265,9,ASHWELL CC,182,10,BIRCHANGER CC WON  BY 83 RUNS,BIRCHANGER CC,TRUE,FALSE,TRUE,FALSE
529,2021,BIRCHANGER CC,224,5,WHITTLESFORD CC,110,10,BIRCHANGER CC WON  BY 114 RUNS,BIRCHANGER CC,TRUE,FALSE,TRUE,FALSE
530,2021,ASHWELL CC,141,10,BIRCHANGER CC,184,5,BIRCHANGER CC WON  BY 5 WICKETS,BIRCHANGER CC,FALSE,TRUE,FALSE,TRUE
531,2021,LITTLE SHELFORD CC,228,7,BIRCHANGER CC,224,6,LITTLE SHELFORD CC WON  BY 4 RUNS,LITTLE SHELFORD CC,TRUE,FALSE,TRUE,FALSE
532,2021,BIRCHANGER CC,154,9,THRIPLOW CC,161,9,THRIPLOW CC WON  BY 7 RUNS,THRIPLOW CC,TRUE,FALSE,FALSE,TRUE
533,2021,BIRCHANGER CC,159,6,LITTLE SHELFORD CC,158,8,BIRCHANGER CC WON  BY 4 WICKETS,BIRCHANGER CC,FALSE,TRUE,TRUE,FALSE
534,2021,RICKLING RAMBLERS CC,127,4,BIRCHANGER CC,123,6,RICKLING RAMBLERS CC WON  BY 6 WICKETS,RICKLING RAMBLERS CC,FALSE,TRUE,TRUE,FALSE
537,2021,ELMDON CC,165,10,BASSINGBOURN CC,147,10,ELMDON CC WON  BY 18 RUNS,ELMDON CC,TRUE,FALSE,TRUE,FALSE
540,2021,HELIONS BUMPSTEAD CC,151,8,ELMDON CC,210,8,ELMDON CC WON  BY 59 RUNS,ELMDON CC,TRUE,FALSE,FALSE,TRUE
542,2021,ELMDON CC,66,3,HASLINGFIELD CC,64,10,ELMDON CC WON  BY 7 WICKETS,ELMDON CC,FALSE,TRUE,TRUE,FALSE
543,2021,"ASPENDEN, STANDON & PUCKERIDGE CC",154,8,ELMDON CC,156,7,ELMDON CC WON  BY 3 WICKETS,ELMDON CC,FALSE,TRUE,FALSE,TRUE
544,2021,ELMDON CC,107,1,MILL GREEN CC,103,10,ELMDON CC WON  BY 9 WICKETS,ELMDON CC,FALSE,TRUE,TRUE,FALSE
545,2021,ELMDON CC,312,5,"BARLEY CC, CAMBS",120,10,ELMDON CC WON  BY 192 RUNS,ELMDON CC,TRUE,FALSE,TRUE,FALSE
546,2021,BASSINGBOURN CC,103,10,ELMDON CC,107,0,ELMDON CC WON  BY 10 WICKETS,ELMDON CC,FALSE,TRUE,FALSE,TRUE
547,2021,HASLINGFIELD CC,160,10,ELMDON CC,206,5,ELMDON CC WON  BY 46 RUNS,ELMDON CC,TRUE,FALSE,FALSE,TRUE
548,2021,"BARLEY CC, CAMBS",228,7,ELMDON CC,226,7,"BARLEY CC, CAMBS WON  BY 2 RUNS","BARLEY CC, CAMBS",TRUE,FALSE,TRUE,FALSE
549,2021,ELMDON CC,283,3,"ABINGTON CC, CAMBS",82,10,ELMDON CC WON  BY 201 RUNS,ELMDON CC,TRUE,FALSE,TRUE,FALSE
550,2021,"ABINGTON CC, CAMBS",167,9,ELMDON CC,168,9,ELMDON CC WON  BY 1 WICKET,ELMDON CC,FALSE,TRUE,FALSE,TRUE
551,2021,ELMDON CC,91,4,"ASPENDEN, STANDON & PUCKERIDGE CC",90,10,ELMDON CC WON  BY 6 WICKETS,ELMDON CC,FALSE,TRUE,TRUE,FALSE
552,2021,MILL GREEN CC,136,10,ELMDON CC,245,2,ELMDON CC WON  BY 109 RUNS,ELMDON CC,TRUE,FALSE,FALSE,TRUE
554,2021,ASHWELL CC,134,6,LITTLE SHELFORD CC,148,6,LITTLE SHELFORD CC WON  BY 14 RUNS,LITTLE SHELFORD CC,TRUE,FALSE,FALSE,TRUE
555,2021,RICKLING RAMBLERS CC,282,6,LITTLE SHELFORD CC,184,10,RICKLING RAMBLERS CC WON  BY 98 RUNS,RICKLING RAMBLERS CC,TRUE,FALSE,TRUE,FALSE
556,2021,WHITTLESFORD CC,208,10,LITTLE SHELFORD CC,171,10,WHITTLESFORD CC WON  BY 37 RUNS,WHITTLESFORD CC,TRUE,FALSE,TRUE,FALSE
557,2021,THRIPLOW CC,192,5,LITTLE SHELFORD CC,189,9,THRIPLOW CC WON  BY 5 WICKETS,THRIPLOW CC,FALSE,TRUE,TRUE,FALSE
560,2021,LITTLE SHELFORD CC,247,5,WHITTLESFORD CC,243,8,LITTLE SHELFORD CC WON  BY 5 WICKETS,LITTLE SHELFORD CC,FALSE,TRUE,TRUE,FALSE
562,2021,LITTLE SHELFORD CC,186,8,THRIPLOW CC,187,4,THRIPLOW CC WON  BY 6 WICKETS,THRIPLOW CC,FALSE,TRUE,FALSE,TRUE
564,2021,LITTLE SHELFORD CC,210,6,ASHWELL CC,207,6,LITTLE SHELFORD CC WON  BY 4 WICKETS,LITTLE SHELFORD CC,FALSE,TRUE,TRUE,FALSE
568,2021,LITTLE SHELFORD CC,186,7,RICKLING RAMBLERS CC,190,9,RICKLING RAMBLERS CC WON  BY 1 WICKET,RICKLING RAMBLERS CC,FALSE,TRUE,FALSE,TRUE
569,2021,ASHWELL CC,129,7,THRIPLOW CC,126,9,ASHWELL CC WON  BY 3 WICKETS,ASHWELL CC,FALSE,TRUE,TRUE,FALSE
575,2021,WHITTLESFORD CC,190,4,ASHWELL CC,188,9,WHITTLESFORD CC WON  BY 6 WICKETS,WHITTLESFORD CC,FALSE,TRUE,TRUE,FALSE
576,2021,THRIPLOW CC,140,5,ASHWELL CC,139,10,THRIPLOW CC WON  BY 5 WICKETS,THRIPLOW CC,FALSE,TRUE,TRUE,FALSE
582,2021,RICKLING RAMBLERS CC,110,0,ASHWELL CC,105,8,RICKLING RAMBLERS CC WON  BY 10 WICKETS,RICKLING RAMBLERS CC,FALSE,TRUE,TRUE,FALSE
