id,player_name,16-17_games,16-17_mins_played,16-17_goals,16-17_goals_per_90,16-17_npg,16-17_npg_per_90,16-17_xG,16-17_xG_per_90,16-17_npxG,16-17_npxG_per_90,16-17_assists,16-17_assists_per_90,16-17_xA,16-17_xA_per_90,16-17_xGChain,16-17_xGChain_per_90,16-17_xGBuildup,16-17_xGBuildup_per_90,16-17_shots,16-17_shots_per_90,16-17_key_passes,16-17_key_passes_per_90,16-17_yellow_cards,16-17_red_cards,16-17_team,16-17_league,16-17_transferred
534,Aaron Cresswell,26,2124,0,0.0,0,0.0,0.5859058788046241,0.0248265202883315,0.5859058788046241,0.0248265202883315,2,0.0847457627118644,2.378707033582032,0.1007926709144928,5.244607973843813,0.2222291514340598,3.41058511659503,0.1445163184997894,11,0.4661016949152542,17,0.7203389830508475,2,1,West Ham,EPL,No
174,Aaron Hunt,22,1306,4,0.2756508422664624,4,0.2756508422664624,2.6915873624384403,0.1854845808724805,1.9338106848299503,0.1332641360143151,2,0.1378254211332312,1.635067705065012,0.1126769475159656,3.2063239254057407,0.2209564726543006,0.9366905502974988,0.0645498847831354,14,0.9647779479326186,26,1.791730474732006,3,0,Hamburger SV,Bundesliga,No
593,Aaron Lennon,11,511,0,0.0,0,0.0,0.2752271462231874,0.0484744484541817,0.2752271462231874,0.0484744484541817,1,0.1761252446183953,0.5299302022904158,0.0933340865090751,2.018861999735236,0.3555725635541512,1.773966507986188,0.3124402851639078,5,0.8806262230919765,6,1.0567514677103718,0,0,Everton,EPL,No
504,Aaron Ramsey,23,1212,1,0.0742574257425742,1,0.0742574257425742,3.5057555083185434,0.2603283793305849,3.5057555083185434,0.2603283793305849,4,0.297029702970297,4.43239064142108,0.3291379189174069,11.132134795188904,0.8266436729100671,5.294313572347164,0.3931420969564726,42,3.118811881188119,23,1.707920792079208,3,0,Arsenal,EPL,No
5133,Aarón Martín,30,2586,0,0.0,0,0.0,0.0665326174348592,0.0023155203283593,0.0665326174348592,0.0023155203283593,0,0.0,1.0089939646422863,0.0351157992334902,3.455614211037755,0.1202649957437733,2.955272156279534,0.1028516991744617,3,0.1044083526682134,22,0.765661252900232,5,0,Espanyol,LaLiga,No
2047,Abdelhamid El Kaoutari,17,1276,0,0.0,0,0.0,0.2001546323299408,0.01411748974114,0.2001546323299408,0.01411748974114,0,0.0,0.0,0.0,0.3015173058956861,0.0212668946164668,0.3015173058956861,0.0212668946164668,1,0.0705329153605015,0,0.0,0,1,SC Bastia,Ligue1,No
5698,Abdou Karim Coulibaly,9,566,0,0.0,0,0.0,0.7555786203593016,0.1201450103044825,0.7555786203593016,0.1201450103044825,0,0.0,0.7954769805073738,0.1264892725188403,1.7380408104509115,0.2763669133225831,0.9492376334965228,0.1509388463157015,11,1.7491166077738516,6,0.9540636042402828,0,0,Nancy,Ligue1,No
1495,Abdoulay Konko,10,616,0,0.0,0,0.0,0.2284652292728424,0.0333796601210321,0.2284652292728424,0.0333796601210321,0,0.0,0.0274034738540649,0.0040037542968601,0.8938822271302342,0.130599676041755,0.7067097248509526,0.1032530442152366,4,0.5844155844155845,1,0.1461038961038961,2,0,Atalanta,Serie_A,No
5732,Abdoulaye Bamba,8,593,0,0.0,0,0.0,0.0310047417879104,0.004705610052128,0.0310047417879104,0.004705610052128,2,0.3035413153456998,0.896627220325172,0.1360817029161306,0.8487069113180041,0.1288088061022266,0.321032571606338,0.0487233245271002,2,0.3035413153456998,9,1.3659359190556493,2,0,Angers,Ligue1,No
1726,Abdoulaye Doucouré,20,1349,1,0.0667160859896219,1,0.0667160859896219,1.881612477824092,0.1255338198696577,1.881612477824092,0.1255338198696577,0,0.0,0.4213319048285484,0.0281096155927126,3.585863041691482,0.2392347470364962,2.149329583160579,0.1433948572901794,22,1.4677538917716828,11,0.7338769458858414,4,0,Watford,EPL,No
