id,player_name,18-19_games,18-19_mins_played,18-19_goals,18-19_goals_per_90,18-19_npg,18-19_npg_per_90,18-19_xG,18-19_xG_per_90,18-19_npxG,18-19_npxG_per_90,18-19_assists,18-19_assists_per_90,18-19_xA,18-19_xA_per_90,18-19_xGChain,18-19_xGChain_per_90,18-19_xGBuildup,18-19_xGBuildup_per_90,18-19_shots,18-19_shots_per_90,18-19_key_passes,18-19_key_passes_per_90,18-19_yellow_cards,18-19_red_cards,18-19_team,18-19_league,18-19_transferred
534,Aaron Cresswell,20,1586,0,0.0,0,0.0,0.4192393869161606,0.023790381350854,0.4192393869161606,0.023790381350854,1,0.0567465321563682,0.9375781770795584,0.0532043101747542,2.03932798653841,0.1157247911654835,1.5816016849130392,0.0897504108714839,11,0.6242118537200505,17,0.9646910466582598,1,0,West Ham,EPL,No
593,Aaron Lennon,16,1223,1,0.0735895339329517,1,0.0735895339329517,0.915638318285346,0.0673813970937703,0.915638318285346,0.0673813970937703,1,0.0735895339329517,0.6648929566144943,0.0489291627925629,1.9413916785269976,0.1428661088041126,0.5965600553900003,0.043900576439166,4,0.294358135731807,7,0.5151267375306623,1,0,Burnley,EPL,No
5787,Aaron Leya Iseka,28,1422,4,0.2531645569620253,4,0.2531645569620253,3.529625207185745,0.2233940004547939,3.529625207185745,0.2233940004547939,0,0.0,0.5149525897577405,0.0325919360606164,4.749482936225832,0.300600185837078,1.1242149155586958,0.0711528427568794,30,1.8987341772151896,10,0.6329113924050632,2,1,Toulouse,Ligue1,No
6033,Aaron Mooy,29,2326,3,0.116079105760963,2,0.0773860705073086,2.4203277844935656,0.0936498282908086,1.659158946946263,0.0641978956256077,1,0.0386930352536543,2.7453807536512613,0.1062271142857323,5.216703267768025,0.201850083447602,3.4816350005567074,0.1347150258168975,43,1.6638005159071363,43,1.6638005159071363,4,0,Huddersfield,EPL,No
504,Aaron Ramsey,28,1326,4,0.2714932126696833,4,0.2714932126696833,3.7076629493385553,0.2516513314030694,3.7076629493385553,0.2516513314030694,6,0.4072398190045249,2.303655330091715,0.1563566966125598,8.951478814706206,0.607566435387299,3.683659362606704,0.2500221286837129,33,2.239819004524887,25,1.6968325791855203,0,0,Arsenal,EPL,No
5584,Aaron Wan-Bissaka,35,3136,0,0.0,0,0.0,0.3732242938131094,0.0107111563913201,0.3732242938131094,0.0107111563913201,3,0.0860969387755102,2.290110903792084,0.0657238460909717,7.099252538755536,0.2037413037270402,5.101706737652421,0.1464137775474228,9,0.2582908163265306,14,0.4017857142857142,4,1,Crystal Palace,EPL,No
5133,Aarón Martín,33,2880,0,0.0,0,0.0,0.6185893043875694,0.0193309157621115,0.6185893043875694,0.0193309157621115,3,0.09375,4.543016981333494,0.1419692806666717,10.212362265214324,0.3191363207879476,7.877419959753752,0.2461693737423047,18,0.5625,64,2.0,3,0,Mainz 05,Bundesliga,No
4804,Abdou Diallo,28,2383,1,0.0377675199328577,1,0.0377675199328577,2.7939354572445154,0.1055200130726002,2.7939354572445154,0.1055200130726002,1,0.0377675199328577,0.775044247508049,0.0292714990666069,14.363183798268436,0.5424618304004025,13.916273238137364,0.5255831269124477,9,0.3399076793957197,11,0.4154427192614351,1,1,Borussia Dortmund,Bundesliga,No
4154,Abdoulaye Ba,26,2114,1,0.042573320719016,1,0.042573320719016,1.140316791832447,0.0485470724999622,1.140316791832447,0.0485470724999622,0,0.0,0.0864758193492889,0.0036815627915969,3.541260600090027,0.150763223277248,3.277739278972149,0.1395442455569978,9,0.3831598864711448,2,0.0851466414380321,4,2,Rayo Vallecano,LaLiga,No
5732,Abdoulaye Bamba,30,2580,0,0.0,0,0.0,0.1325382450595498,0.0046234271532401,0.1325382450595498,0.0046234271532401,4,0.1395348837209302,2.0488606095314026,0.0714718817278396,5.751327071338892,0.2006276885350776,4.142354771494865,0.1445007478428441,7,0.2441860465116279,16,0.5581395348837209,6,0,Angers,Ligue1,No
