id,player_name,14-15_games,14-15_mins_played,14-15_goals,14-15_goals_per_90,14-15_npg,14-15_npg_per_90,14-15_xG,14-15_xG_per_90,14-15_npxG,14-15_npxG_per_90,14-15_assists,14-15_assists_per_90,14-15_xA,14-15_xA_per_90,14-15_xGChain,14-15_xGChain_per_90,14-15_xGBuildup,14-15_xGBuildup_per_90,14-15_shots,14-15_shots_per_90,14-15_key_passes,14-15_key_passes_per_90,14-15_yellow_cards,14-15_red_cards,14-15_team,14-15_league,14-15_transferred
534,Aaron Cresswell,38,3420,2,0.0526315789473684,2,0.0526315789473684,1.2426324114203453,0.0327008529321143,1.2426324114203453,0.0327008529321143,4,0.1052631578947368,4.838662924245,0.1273332348485526,9.588578367605804,0.2523310096738369,6.953860400244594,0.1829963263222261,19,0.5,35,0.9210526315789472,5,0,West Ham,EPL,No
593,Aaron Lennon,23,1345,2,0.1338289962825278,2,0.1338289962825278,1.219703622162342,0.0816158557580749,1.219703622162342,0.0816158557580749,2,0.1338289962825278,2.710263842716813,0.181355944865809,5.866381855681539,0.3925459977779468,2.6042762733995914,0.1742638398557347,9,0.6022304832713755,24,1.6059479553903346,3,0,"Everton,Tottenham",EPL,Yes
504,Aaron Ramsey,29,2013,6,0.2682563338301043,6,0.2682563338301043,6.636925790458918,0.2967328967418294,6.636925790458918,0.2967328967418294,6,0.2682563338301043,5.299688201397657,0.2369458212249325,16.72075515240431,0.7475747460091345,8.166224788874388,0.3651069205159934,63,2.816691505216096,47,2.1013412816691504,6,0,Arsenal,EPL,No
4110,Aarón Ñíguez,21,1179,0,0.0,0,0.0,2.3528268868103623,0.1796051058633864,1.6095492178574204,0.1228663525082,1,0.0763358778625954,1.039835781790316,0.0793767772359019,5.549472861923277,0.4236238825895631,3.258447924628854,0.2487364827960957,29,2.213740458015267,12,0.9160305343511452,5,0,Elche,LaLiga,No
2047,Abdelhamid El Kaoutari,37,3330,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.027027027027027,0.7454322860576212,0.0201468185420978,1.8722819648683071,0.050602215266711,1.7024368308484554,0.0460118062391474,0,0.0,6,0.1621621621621621,3,0,Montpellier,Ligue1,No
3831,Abdelkader Ghezzal,19,1074,0,0.0,0,0.0,1.204932790249586,0.1009720215292949,1.204932790249586,0.1009720215292949,0,0.0,0.1625271439552307,0.013619593068874,2.452424217015505,0.2055104092471093,1.208923390135169,0.1013064293409359,20,1.675977653631285,3,0.2513966480446927,0,0,Parma,Serie_A,No
3268,Abdou Traoré,17,650,0,0.0,0,0.0,0.222194455564022,0.0307653861550184,0.222194455564022,0.0307653861550184,0,0.0,0.3943935856223106,0.0546083426246276,2.333786158822477,0.3231396219908045,2.1115917144343257,0.2923742373832143,6,0.8307692307692308,4,0.5538461538461539,1,0,Bordeaux,Ligue1,No
4178,Abdoul Sissoko,11,772,0,0.0,0,0.0,0.2767429389059543,0.0322627778517304,0.2767429389059543,0.0322627778517304,0,0.0,0.3609329313039779,0.0420776733385466,0.8307206779718399,0.0968456748930901,0.2406090274453163,0.0280502752203088,4,0.466321243523316,6,0.6994818652849741,1,0,Granada,LaLiga,No
4154,Abdoulaye Ba,20,1619,0,0.0,0,0.0,0.8641428221017122,0.0480375873929302,0.8641428221017122,0.0480375873929302,0,0.0,0.0457682572305202,0.0025442514828578,1.4131896146573126,0.0785590273744028,1.4004070707596838,0.0778484474171535,8,0.4447189623224212,3,0.1667696108709079,10,0,Rayo Vallecano,LaLiga,No
1726,Abdoulaye Doucouré,35,2753,3,0.0980748274609517,3,0.0980748274609517,6.845866682007909,0.2238023978862011,6.845866682007909,0.2238023978862011,5,0.1634580457682528,3.6466212337836623,0.1192139161062584,13.726928524672983,0.4487553822087063,5.382767952978611,0.1759713460835724,54,1.7653468942971304,44,1.4384308027606247,5,0,Rennes,Ligue1,No
